OID_,pointid,grid_code,dNDVI,dNDVIre1n,dNDVIre2n,dNDVIre3n,dNBR,dNBR2,dCSI,dBSI,NDVI,NDVIre1n,NDVIre2n,NDVIre3n,CSI,BSI,NBR,NBR2,Elevation,Aspect,Slope,NDBI,dNDBI,dNDVI_dNDBI,dNDVI_dNDBI_divided_by_2,dCSI_cat,post_NDBI,NDVI_NDBI
3780,3950,0.1861237,0.0969804,0.0669808,0.0377059,0.0303788,0.1610065,0.0804126,0.4088061,-0.042601,0.1861237,0.2247043,0.1132346,0.045781,1.7195572,-0.0159533,0.2305508,0.1922504,5.4611421,167.2166901,4.219317,-0.0400768,-0.0827018,-0.179682188,-0.0898411,2,0.042625,0.1460469
3781,3951,0.2911068,0.2119342,0.0669808,0.0377059,0.0303788,0.1610065,0.0804126,0.4088061,-0.042601,0.2911068,0.2247043,0.1132346,0.045781,1.7195572,-0.0159533,0.2305508,0.1922504,4.7040958,238.528595,3.4005749,-0.0400768,-0.0827018,-0.294635996,-0.147318,2,0.042625,0.25103
3782,3952,0.288307,0.2116532,0.1129731,0.0047744,0.0147442,0.1244242,0.0734936,0.387903,-0.0491139,0.288307,0.2736371,0.0973451,0.0339961,1.7209965,-0.0283248,0.213546,0.1878613,4.0695834,304.2433777,2.7199333,-0.0267582,-0.0522639,-0.263917148,-0.1319586,2,0.0255057,0.2615488
3783,3953,0.2771084,0.1897569,0.1129731,0.0047744,0.0147442,0.1244242,0.0734936,0.387903,-0.0491139,0.2771084,0.2736371,0.0973451,0.0339961,1.7209965,-0.0283248,0.213546,0.1878613,5.0441484,300.3632812,3.8716817,-0.0267582,-0.0522639,-0.242020875,-0.1210104,2,0.0255057,0.2503502
3784,3954,0.2523753,0.1487856,0.0298563,0.0072588,0.0090242,0.0002257,0.0142749,0.1002748,-0.0491139,0.2523753,0.2425974,0.1219512,0.057004,1.3906977,-0.0283248,0.047619,0.1410737,6.0175238,296.6565247,5.0196104,0.0940867,0.0142012,-0.134584405,-0.0672922,2,0.0798855,0.346462
3785,3955,0.2098188,0.0624874,0.0298563,0.0072588,0.0090242,0.0002257,0.0142749,0.1002748,-0.0133177,0.2098188,0.2425974,0.1219512,0.057004,1.3906977,-0.0178176,0.047619,0.1410737,7.0548496,294.1514587,5.8497744,0.0940867,0.0142012,-4.83E-02,-0.0241431,2,0.0798855,0.3039055
3786,3956,0.1890574,0.043526,-0.0016522,-0.0066987,0.0087449,0.0039541,0.0154294,-0.0057633,-0.0133177,0.1890574,0.231823,0.1067456,0.043983,1.4621638,-0.0178176,0.1163305,0.1650131,8.3726435,296.1787109,5.3229222,0.0496354,0.0117919,-3.17E-02,-0.015867,1,0.0378435,0.2386928
3787,3958,0.0933207,0.0144937,-0.0309547,-0.030948,0.0027101,0.0402822,0.0004588,0.0821301,0.000567,0.0933207,0.1269906,0.0714286,0.0385701,1.1400248,0.0399589,-0.0238951,0.1113966,21.2188377,149.1482697,3.9114766,0.1349325,-0.0389447,-5.34E-02,-0.0267192,2,0.1738772,0.2282532
3788,3959,0.0911583,0.0014464,-0.0009554,-0.0001157,0.0190121,0.0644898,0.0189236,0.0822799,0.000567,0.0911583,0.1531091,0.0916811,0.054437,1.1103259,0.0399589,0.0019592,0.1033269,21.1396961,149.7133484,3.9085233,0.1013882,-0.0447742,-4.62E-02,-0.0231103,2,0.1461624,0.1925465
3789,3960,0.0953095,0.0144872,-0.0009554,-0.0001157,0.0190121,0.0644898,0.0189236,0.0822799,0.000567,0.0953095,0.1531091,0.0916811,0.054437,1.1103259,0.0399589,0.0019592,0.1033269,21.0617523,150.2648773,3.9070573,0.1013882,-0.0447742,-5.93E-02,-0.0296307,2,0.1461624,0.1966977
3790,3961,0.1181416,0.0497433,0.0294553,0.0283112,0.0271092,0.0552533,0.0426346,0.1773208,-0.0141757,0.1181416,0.1614487,0.1017081,0.0414679,1.3743341,0.0164183,0.0891045,0.141729,20.7054768,144.1147003,3.7656758,0.0532975,-0.0121652,-6.19E-02,-0.0309543,2,0.0654627,0.1714391
3791,3962,0.1066786,0.0421072,0.0294553,0.0283112,0.0271092,0.0552533,0.0426346,0.1773208,-0.0141757,0.1066786,0.1614487,0.1017081,0.0414679,1.3743341,0.0164183,0.0891045,0.141729,20.1837139,133.9879456,3.5449703,0.0532975,-0.0121652,-5.43E-02,-0.0271362,2,0.0654627,0.1599761
3792,3963,0.0892377,0.0234714,-0.0038209,-0.0129022,-0.0016307,0.0437937,0.033051,0.0701636,-0.0141757,0.0892377,0.1333473,0.0615686,0.0215094,1.4069647,0.0164183,0.123662,0.1465957,19.6595554,123.7924805,3.3282347,0.0233571,-0.0106274,-3.41E-02,-0.0170494,2,0.0339845,0.1125948
3793,3964,0.0733087,0.0140364,-0.0038209,-0.0129022,-0.0016307,0.0437937,0.033051,0.0701636,-0.0102795,0.0733087,0.1333473,0.0615686,0.0215094,1.4069647,0.0107203,0.123662,0.1465957,19.1939888,110.8998108,3.068033,0.0233571,-0.0106274,-2.47E-02,-0.0123319,2,0.0339845,0.0966658
3794,3965,0.0997137,0.0449192,-0.0011549,-0.0042241,0.0093708,0.0276135,0.0460477,0.1156731,-0.0102795,0.0997137,0.1287478,0.0718024,0.0299738,1.4159292,0.0107203,0.0939614,0.1457595,18.7456264,96.9787521,2.7952473,0.0525174,0.0189312,-2.60E-02,-0.012994,2,0.0335862,0.1522311
3795,3966,0.132849,0.0781638,-0.0011549,-0.0042241,0.0093708,0.0276135,0.0460477,0.1156731,-0.0102795,0.132849,0.1287478,0.0718024,0.0299738,1.4159292,0.0107203,0.0939614,0.1457595,18.2936726,82.9091644,2.5258665,0.0525174,0.0189312,-5.92E-02,-0.0296163,2,0.0335862,0.1853664
3796,3967,0.1233622,0.0658279,-0.003829,-0.0062815,-0.0124326,0.0416594,0.0383852,0.1077343,-0.0206237,0.1233622,0.1259293,0.058674,0.0107179,1.4639719,0.0093468,0.128192,0.1566205,18.2991772,80.1888351,2.9564652,0.029011,-0.0030194,-6.88E-02,-0.0344237,2,0.0320304,0.1523732
3797,3968,0.1213198,0.0584286,-0.003829,-0.0062815,-0.0124326,0.0416594,0.0383852,0.1077343,-0.0206237,0.1213198,0.1259293,0.058674,0.0107179,1.4639719,0.0093468,0.128192,0.1566205,18.3761768,79.1604462,3.4992929,0.029011,-0.0030194,-6.14E-02,-0.030724,2,0.0320304,0.1503308
3798,3969,0.0964294,0.0401498,0.0181524,-0.002583,0.0137208,0.0869641,0.0527724,0.1711155,-0.0206237,0.0964294,0.1505136,0.0702119,0.0285486,1.4779116,0.0093468,0.1474688,0.1563407,18.4519787,78.0088501,4.0441833,0.0090813,-0.0342539,-7.44E-02,-0.0372018,2,0.0433352,0.1055107
3799,3970,0.1319662,0.0737138,0.0181524,-0.002583,0.0137208,0.0869641,0.0527724,0.1711155,-0.0313549,0.1319662,0.1505136,0.0702119,0.0285486,1.4779116,-0.0027357,0.1474688,0.1563407,18.2632027,56.3251915,4.4169049,0.0090813,-0.0342539,-0.107967645,-0.0539838,2,0.0433352,0.1410475
3800,3971,0.1549771,0.1014057,0.0254325,-0.0134975,0.0041941,0.1425466,0.0637185,0.3123659,-0.0313549,0.1549771,0.1602855,0.0721567,0.0279801,1.5058956,-0.0027357,0.1606975,0.1567235,18.0666752,34.5810547,4.7871013,-0.0040766,-0.0790573,-0.180462986,-0.0902315,2,0.0749807,0.1509005
3801,3972,0.1233751,0.0571441,0.0254325,-0.0134975,0.0041941,0.1425466,0.0637185,0.3123659,-0.0313549,0.1233751,0.1602855,0.0721567,0.0279801,1.5058956,-0.0027357,0.1606975,0.1567235,17.8715534,15.678546,5.1142311,-0.0040766,-0.0790573,-0.136201397,-0.0681007,2,0.0749807,0.1192985
3802,3973,0.1025067,0.0339252,-0.0029844,-0.0129325,0.0126278,0.0738396,0.0423121,0.1766255,-0.0160623,0.1025067,0.1438071,0.0714425,0.0367301,1.4461377,0.0124254,0.1228394,0.1449113,17.712265,20.1441822,5.0279975,0.0224719,-0.0313984,-6.53E-02,-0.0326618,2,0.0538703,0.1249786
3803,3974,0.0980392,0.0301526,-0.0029844,-0.0129325,0.0126278,0.0738396,0.0423121,0.1766255,-0.0160623,0.0980392,0.1438071,0.0714425,0.0367301,1.4461377,0.0124254,0.1228394,0.1449113,17.5553703,24.5606804,4.9398394,0.0224719,-0.0313984,-6.16E-02,-0.0307755,2,0.0538703,0.1205111
3804,3975,0.0880617,0.0269225,0.0086273,0.0068923,0.0142432,0.0181989,0.0262121,0.0590222,-0.0160623,0.0880617,0.13949,0.0767362,0.0330225,1.3321643,0.0124254,0.0750695,0.1312296,17.3429947,30.4086227,4.8098798,0.0567188,0.0082826,-1.86E-02,-0.0093199,1,0.0484362,0.1447805
3805,3976,0.1021378,0.0436402,0.0086273,0.0068923,0.0142432,0.0181989,0.0262121,0.0590222,-0.008276,0.1021378,0.13949,0.0767362,0.0330225,1.3321643,0.0175812,0.0750695,0.1312296,16.9184189,41.7155914,4.5289574,0.0567188,0.0082826,-3.54E-02,-0.0176788,1,0.0484362,0.1588566
3806,3977,0.1094575,0.0398196,0.0157062,0.0144364,0.0212867,0.0105883,0.0293826,0.0270256,-0.008276,0.1094575,0.1501306,0.0829748,0.0356583,1.2792836,0.0175812,0.0674791,0.1290051,16.495039,53.0339775,4.2433515,0.0620662,0.019091,-2.07E-02,-0.0103643,1,0.0429752,0.1715237
3807,3978,0.1121561,0.0405954,0.0157062,0.0144364,0.0212867,0.0105883,0.0293826,0.0270256,-0.008276,0.1121561,0.1501306,0.0829748,0.0356583,1.2792836,0.0175812,0.0674791,0.1290051,15.9103346,67.3455505,3.9389596,0.0620662,0.019091,-2.15E-02,-0.0107522,1,0.0429752,0.1742223
3808,3979,0.1079812,0.037324,0.0156828,-0.0020461,0.0052553,-0.0341422,0.0199657,-0.0722698,-0.0053186,0.1079812,0.1409663,0.0694789,0.022943,1.2396932,0.0148134,0.0582393,0.128655,14.9976234,87.7670212,3.603245,0.0709473,0.0544742,1.72E-02,0.0085751,0,0.0164731,0.1789285
3809,3980,0.10254,0.037939,0.0156828,-0.0020461,0.0052553,-0.0341422,0.0199657,-0.0722698,-0.0053186,0.10254,0.1409663,0.0694789,0.022943,1.2396932,0.0148134,0.0582393,0.128655,14.0885,108.2442017,3.2659545,0.0709473,0.0544742,1.65E-02,0.0082676,0,0.0164731,0.1734873
3810,3981,0.1014003,0.0413824,0.0177075,0.0180285,0.0169749,-0.0564981,-0.005527,-0.1846818,-0.0053186,0.1014003,0.1470523,0.0882229,0.0388878,1.1473075,0.0148134,0.007947,0.1058496,13.5559931,131.715683,3.1454248,0.097985,0.0507143,9.33E-03,0.004666,0,0.0472707,0.1993853
3811,3982,0.1039652,0.0448473,0.0177075,0.0180285,0.0169749,-0.0564981,-0.005527,-0.1846818,0.0064748,0.1039652,0.1470523,0.0882229,0.0388878,1.1473075,0.0302252,0.007947,0.1058496,13.4888411,158.8694916,3.2973926,0.097985,0.0507143,5.87E-03,0.0029335,0,0.0472707,0.2019502
3812,3983,0.1209482,0.0672429,0.0174649,0.0286923,0.0006812,-0.0537955,0.0097341,-0.1491255,0.0064748,0.1209482,0.156362,0.1008744,0.0280821,1.13053,0.0302252,0.0112603,0.1020649,13.4228849,186.0448456,3.4516342,0.0909091,0.0634692,-3.77E-03,-0.0018868,0,0.0274399,0.2118573
3813,3984,0.1263869,0.0553588,0.0174649,0.0286923,0.0006812,-0.0537955,0.0097341,-0.1491255,0.0064748,0.1263869,0.156362,0.1008744,0.0280821,1.13053,0.0302252,0.0112603,0.1020649,13.6315308,197.7334442,3.5426044,0.0909091,0.0634692,8.11E-03,0.0040552,0,0.0274399,0.217296
3814,3985,0.1285034,0.0665334,0.0505466,0.0083341,0.0249908,0.0209041,0.0543766,0.1131885,-0.0139163,0.1285034,0.1840418,0.083442,0.0404841,1.3727974,0.0048062,0.0653628,0.140355,14.0522366,197.3416138,3.5831771,0.0756865,0.0340076,-3.25E-02,-0.0162629,2,0.0416789,0.2041899
3815,3986,0.1452282,0.0843643,0.0505466,0.0083341,0.0249908,0.0209041,0.0543766,0.1131885,-0.0139163,0.1452282,0.1840418,0.083442,0.0404841,1.3727974,0.0048062,0.0653628,0.140355,14.4717464,196.9263458,3.623884,0.0756865,0.0340076,-5.04E-02,-0.0251784,2,0.0416789,0.2209147
3816,3987,0.154283,0.0890445,0.0186516,0.0325605,0.0289299,0.0370138,0.0430657,0.1056101,-0.0139163,0.154283,0.1622847,0.1046963,0.0529774,1.3523207,0.0048062,0.079835,0.1342466,14.4191914,190.6839294,3.7572904,0.0550011,0.0064518,-8.26E-02,-0.0412963,2,0.0485493,0.2092841
3817,3988,0.1381074,0.0700649,0.0186516,0.0325605,0.0289299,0.0370138,0.0430657,0.1056101,0.0032061,0.1381074,0.1622847,0.1046963,0.0529774,1.3523207,0.0194242,0.079835,0.1342466,14.1427145,181.7110901,3.9360592,0.0550011,0.0064518,-6.36E-02,-0.0318065,2,0.0485493,0.1931085
3818,3989,0.1155358,0.0375655,0.0085151,0.0108646,0.0203548,-0.061507,0.0398339,-0.0483087,0.0032061,0.1155358,0.1459613,0.0871611,0.0352038,1.1998022,0.0194242,0.0184466,0.1242962,13.8650417,172.7603455,4.1166816,0.1060929,0.1015535,6.40E-02,0.031994,0,0.0045394,0.2216287
3819,3990,0.1030494,0.0354664,0.0085151,0.0108646,0.0203548,-0.061507,0.0398339,-0.0483087,0.0032061,0.1030494,0.1459613,0.0871611,0.0352038,1.1998022,0.0194242,0.0184466,0.1242962,13.704318,176.5664673,4.5123839,0.1060929,0.1015535,6.61E-02,0.0330436,0,0.0045394,0.2091423
3820,3991,0.1275862,0.0549302,0.0458685,0.0051421,0.0034061,0.054705,0.0684991,0.120767,-0.0269612,0.1275862,0.184953,0.0825776,0.0358529,1.4113255,-0.004411,0.0825007,0.157536,13.5760136,183.6362,4.9654074,0.0760234,0.0146302,-4.03E-02,-0.02015,2,0.0613932,0.2036096
3821,3992,0.1736305,0.1139837,0.0458685,0.0051421,0.0034061,0.054705,0.0684991,0.120767,-0.0269612,0.1736305,0.184953,0.0825776,0.0358529,1.4113255,-0.004411,0.0825007,0.157536,13.450099,190.6889496,5.420958,0.0760234,0.0146302,-9.94E-02,-0.0496767,2,0.0613932,0.2496539
3822,3993,0.2628931,0.209569,0.0993211,0.0160113,0.0069547,0.1765166,0.11365,0.411604,-0.0269612,0.2628931,0.2343179,0.0901863,0.0169177,1.6409873,-0.004411,0.1928765,0.2003589,13.8186712,200.4975433,5.8895259,0.0077831,-0.0626658,-0.272234775,-0.1361174,2,0.0704489,0.2706762
3823,3994,0.2642354,0.2168171,0.0993211,0.0160113,0.0069547,0.1765166,0.11365,0.411604,-0.0341509,0.2642354,0.2343179,0.0901863,0.0169177,1.6409873,-0.0102033,0.1928765,0.2003589,14.2337866,210.5356293,6.3576407,0.0077831,-0.0626658,-0.279482909,-0.1397415,2,0.0704489,0.2720185
3824,3995,0.2374561,0.1858454,0.0907658,0.0253298,0.0191857,0.0776562,0.0739668,0.2788806,-0.0341509,0.2374561,0.2335329,0.1032132,0.0408819,1.5520548,-0.0102033,0.1135398,0.1797753,14.667347,219.9825592,6.7778354,0.0676157,-0.0025758,-0.18842116,-0.0942106,2,0.0701915,0.3050718
3825,3996,0.2141675,0.1527731,0.0907658,0.0253298,0.0191857,0.0776562,0.0739668,0.2788806,-0.0341509,0.2141675,0.2335329,0.1032132,0.0408819,1.5520548,-0.0102033,0.1135398,0.1797753,15.7736702,210.4590149,5.6096692,0.0676157,-0.0025758,-0.155348882,-0.0776744,2,0.0701915,0.2817832
3826,3997,0.1749446,0.1156399,0.0619393,0.0238989,0.0305404,0.0092585,0.0318386,0.0518073,-0.0113675,0.1749446,0.1973298,0.1006382,0.0471742,1.3126464,0.0170721,0.049527,0.1378092,16.8787994,200.8896484,4.4421453,0.0888889,0.0229052,-9.27E-02,-0.0463674,1,0.0659837,0.2638335
3827,3998,0.1783818,0.1181902,0.0619393,0.0238989,0.0305404,0.0092585,0.0318386,0.0518073,-0.0113675,0.1783818,0.1973298,0.1006382,0.0471742,1.3126464,0.0170721,0.049527,0.1378092,17.6903267,188.2342987,3.5312283,0.0888889,0.0229052,-9.53E-02,-0.0476425,1,0.0659837,0.2672707
3828,3999,0.1816122,0.1159751,0.0608341,-0.0019832,0.0029827,0.0652958,0.0448255,0.0944805,-0.0113675,0.1816122,0.2009119,0.0739042,0.0280556,1.4093646,0.0170721,0.1153846,0.1582207,16.7729053,157.6725159,4.1323557,0.0436327,-0.0200354,-0.136010479,-0.0680052,2,0.0636681,0.2252449
3829,4000,0.2324289,0.1633511,0.0608341,-0.0019832,0.0029827,0.0652958,0.0448255,0.0944805,-0.0421188,0.2324289,0.2009119,0.0739042,0.0280556,1.4093646,-0.0143882,0.1153846,0.1582207,15.8530951,127.2319336,4.7333746,0.0436327,-0.0200354,-0.183386501,-0.0916933,2,0.0636681,0.2760616
3830,4001,0.2349378,0.158178,0.0699292,0.0102226,0.0143799,0.106567,0.0743201,0.2666699,-0.0421188,0.2349378,0.2210175,0.0949888,0.0382979,1.5041096,-0.0143882,0.1484398,0.1749082,14.8997974,105.4693985,5.0533867,0.0271739,-0.0317898,-0.189967774,-0.0949839,2,0.0589637,0.2621117
3831,4002,0.2039132,0.1374265,0.0699292,0.0102226,0.0143799,0.106567,0.0743201,0.2666699,-0.0421188,0.2039132,0.2210175,0.0949888,0.0382979,1.5041096,-0.0143882,0.1484398,0.1749082,13.8576822,107.9576721,4.5777931,0.0271739,-0.0317898,-0.169216268,-0.0846081,2,0.0589637,0.2310871
3832,4003,0.1491535,0.0810245,0.0544601,-0.0044018,0.0173345,0.0857905,0.0463971,0.1313273,-0.033829,0.1491535,0.1969578,0.0759076,0.0372727,1.3213665,-0.0001159,0.1107106,0.1377933,12.815568,110.4651947,4.1000676,0.0275023,-0.0391256,-0.120150134,-0.0600751,2,0.0666279,0.1766558
3833,4004,0.1565684,0.0836587,0.0544601,-0.0044018,0.0173345,0.0857905,0.0463971,0.1313273,-0.033829,0.1565684,0.1969578,0.0759076,0.0372727,1.3213665,-0.0001159,0.1107106,0.1377933,12.1228485,115.227478,3.7348537,0.0275023,-0.0391256,-0.122784287,-0.0613921,2,0.0666279,0.1840707
3834,4005,0.1041247,0.0441711,0.0035027,0.0098728,0.0222986,0.0590566,0.0412013,0.0993462,-0.033829,0.1041247,0.1455464,0.0817256,0.0461216,1.2994791,-0.0001159,0.0852787,0.127471,12.0073137,123.6901474,3.5583882,0.042656,-0.0175278,-6.17E-02,-0.0308495,2,0.0601838,0.1467807
3835,4006,0.0909962,0.0225769,0.0035027,0.0098728,0.0222986,0.0590566,0.0412013,0.0993462,-0.0058279,0.0909962,0.1455464,0.0817256,0.0461216,1.2994791,0.0251105,0.0852787,0.127471,11.894165,132.1701813,3.382745,0.042656,-0.0175278,-4.01E-02,-0.0200523,2,0.0601838,0.1336522
3836,4007,0.1048774,0.0445446,0.0135634,-0.0101179,-0.002502,-0.0290715,0.0304329,0.0063173,-0.0058279,0.1048774,0.1612586,0.0654037,0.0218473,1.1786427,0.0251105,-0.0007491,0.1154271,11.6396494,139.202774,3.3770256,0.1161661,0.0593576,1.48E-02,0.0074065,1,0.0568085,0.2210435
3837,4008,0.1194406,0.0322408,0.0135634,-0.0101179,-0.002502,-0.0290715,0.0304329,0.0063173,-0.0058279,0.1194406,0.1612586,0.0654037,0.0218473,1.1786427,0.0251105,-0.0007491,0.1154271,11.239521,144.7267456,3.545311,0.1161661,0.0593576,2.71E-02,0.0135584,1,0.0568085,0.2356067
3838,4009,0.1534639,0.078583,0.0252857,0.0179067,0.0375354,0.0223943,0.034649,0.0533211,-0.023066,0.1534639,0.1686808,0.0896714,0.0466742,1.2372068,0.011735,0.0443199,0.1256118,10.8405838,150.2319794,3.7145951,0.0817469,0.0125718,-6.60E-02,-0.0330056,1,0.0691751,0.2352108
3839,4010,0.1433352,0.0784345,0.0252857,0.0179067,0.0375354,0.0223943,0.034649,0.0533211,-0.023066,0.1433352,0.1686808,0.0896714,0.0466742,1.2372068,0.011735,0.0443199,0.1256118,10.6546316,153.7118073,3.854624,0.0817469,0.0125718,-6.59E-02,-0.0329314,1,0.0691751,0.2250821
3840,4011,0.1958518,0.1251781,0.0609301,0.0154449,0.0172882,0.0788867,0.0514267,0.1696658,-0.023066,0.1958518,0.1983914,0.0862697,0.0282954,1.3586626,0.011735,0.1001094,0.1423358,10.6048765,155.8843079,3.9761319,0.0428367,-0.0269844,-0.152162503,-0.0760813,2,0.0698211,0.2386885
3841,4012,0.2038312,0.1244874,0.0609301,0.0154449,0.0172882,0.0788867,0.0514267,0.1696658,-0.0352202,0.2038312,0.1983914,0.0862697,0.0282954,1.3586626,-0.0059093,0.1001094,0.1423358,10.5563126,158.0263519,4.0983472,0.0428367,-0.0269844,-0.15147173,-0.0757359,2,0.0698211,0.2466679
3842,4013,0.2234432,0.1503058,0.0459644,0.0208038,0.0196208,0.1558129,0.0797604,0.2992765,-0.0352202,0.2234432,0.192053,0.0962755,0.0386152,1.5234375,-0.0059093,0.1803629,0.1692807,10.1188002,150.7349243,4.2415371,-0.0114312,-0.0765447,-0.226850525,-0.1134253,2,0.0651135,0.212012
3843,4014,0.1719205,0.1011029,0.0459644,0.0208038,0.0196208,0.1558129,0.0797604,0.2992765,-0.0352202,0.1719205,0.192053,0.0962755,0.0386152,1.5234375,-0.0059093,0.1803629,0.1692807,9.5330276,139.8922729,4.3933377,-0.0114312,-0.0765447,-0.177647553,-0.0888238,2,0.0651135,0.1604893
3844,4015,0.153479,0.0836961,0.0482756,0.0002191,0.012813,0.0836667,0.0587351,0.2082767,-0.0234997,0.153479,0.1948114,0.0798958,0.0321644,1.4162871,0.0036751,0.1088556,0.1465371,8.9448729,129.0270844,4.5461926,0.0382923,-0.0244596,-0.108155672,-0.0540778,2,0.0627519,0.1917713
3845,4016,0.1650227,0.0904352,0.0482756,0.0002191,0.012813,0.0836667,0.0587351,0.2082767,-0.0234997,0.1650227,0.1948114,0.0798958,0.0321644,1.4162871,0.0036751,0.1088556,0.1465371,8.0617514,115.7212982,4.4094696,0.0382923,-0.0244596,-0.114894819,-0.0574474,2,0.0627519,0.203315
3846,4017,0.1743221,0.1006591,0.0684505,0.035007,0.0259732,0.1055996,0.0537478,0.2613648,-0.0234997,0.1743221,0.2104995,0.1013216,0.0441855,1.4481708,0.0036751,0.1213501,0.1478306,7.1220317,102.0053864,4.2190843,0.0269642,-0.0514843,-0.152143441,-0.0760717,2,0.0784485,0.2012863
3847,4018,0.1679688,0.0938695,0.0684505,0.035007,0.0259732,0.1055996,0.0537478,0.2613648,-0.042601,0.1679688,0.2104995,0.1013216,0.0441855,1.4481708,-0.0159533,0.1213501,0.1478306,6.1799307,88.3325577,4.0288162,0.0269642,-0.0514843,-0.145353824,-0.0726769,2,0.0784485,0.194933
3848,4019,0.213192,0.1335023,0.0669808,0.0377059,0.0303788,0.1610065,0.0804126,0.4088061,-0.042601,0.213192,0.2247043,0.1132346,0.045781,1.7195572,-0.0159533,0.2305508,0.1922504,5.5684261,170.3464203,3.5856438,-0.0400768,-0.0827018,-0.216204032,-0.108102,2,0.042625,0.1731152
3849,4020,0.2354618,0.1446162,0.0669808,0.0377059,0.0303788,0.1610065,0.0804126,0.4088061,-0.042601,0.2354618,0.2247043,0.1132346,0.045781,1.7195572,-0.0159533,0.2305508,0.1922504,4.9683604,256.3094482,3.1270876,-0.0400768,-0.0827018,-0.227318004,-0.113659,2,0.042625,0.195385
3850,4021,0.2841928,0.1840547,0.1129731,0.0047744,0.0147442,0.1244242,0.0734936,0.387903,-0.0491139,0.2841928,0.2736371,0.0973451,0.0339961,1.7209965,-0.0283248,0.213546,0.1878613,4.4914947,334.732666,2.7955339,-0.0267582,-0.0522639,-0.236318648,-0.1181593,2,0.0255057,0.2574346
3851,4022,0.2764204,0.1598601,0.1129731,0.0047744,0.0147442,0.1244242,0.0734936,0.387903,-0.0491139,0.2764204,0.2736371,0.0973451,0.0339961,1.7209965,-0.0283248,0.213546,0.1878613,5.526741,322.5423279,4.0534558,-0.0267582,-0.0522639,-0.212124035,-0.106062,2,0.0255057,0.2496622
3852,4023,0.2461494,0.1180946,0.0298563,0.0072588,0.0090242,0.0002257,0.0142749,0.1002748,-0.0491139,0.2461494,0.2425974,0.1219512,0.057004,1.3906977,-0.0283248,0.047619,0.1410737,6.5619879,310.3282166,5.3139472,0.0940867,0.0142012,-0.103893481,-0.0519467,2,0.0798855,0.3402361
3853,4024,0.1959545,0.0582453,0.0298563,0.0072588,0.0090242,0.0002257,0.0142749,0.1002748,-0.0133177,0.1959545,0.2425974,0.1219512,0.057004,1.3906977,-0.0178176,0.047619,0.1410737,7.6465116,300.6107788,6.1866517,0.0940867,0.0142012,-4.40E-02,-0.0220221,2,0.0798855,0.2900412
3854,4025,0.223676,0.078393,-0.0016522,-0.0066987,0.0087449,0.0039541,0.0154294,-0.0057633,-0.0133177,0.223676,0.231823,0.1067456,0.043983,1.4621638,-0.0178176,0.1163305,0.1650131,8.9383488,301.4116516,5.4300642,0.0496354,0.0117919,-6.66E-02,-0.0333005,1,0.0378435,0.2733114
3855,4026,0.2538796,0.0869509,-0.0016522,-0.0066987,0.0087449,0.0039541,0.0154294,-0.0057633,-0.0133177,0.2538796,0.231823,0.1067456,0.043983,1.4621638,-0.0178176,0.1163305,0.1650131,10.2325649,302.2073669,4.6746883,0.0496354,0.0117919,-7.52E-02,-0.0375795,1,0.0378435,0.303515
3856,4028,0.0840083,-0.0001447,-0.0256207,-0.007364,0.004608,0.0697883,0.0097065,0.0706187,0.0063217,0.0840083,0.126432,0.084637,0.0392006,1.1761636,0.044866,0.0484272,0.112869,20.1840744,157.3592987,5.9380674,0.064796,-0.0594538,-5.93E-02,-0.0296546,2,0.1242498,0.1488043
3857,4029,0.1068841,0.0231263,0.0002726,0.0109151,0.0152219,0.0827261,0.0456169,0.1549115,0.0063217,0.1068841,0.1483715,0.0925784,0.0457708,1.1600325,0.044866,0.0084575,0.1061899,19.9921436,159.2000122,5.7953444,0.0978202,-0.0364174,-5.95E-02,-0.0297718,2,0.1342376,0.2047043
3858,4030,0.117459,0.0484738,0.0002726,0.0109151,0.0152219,0.0827261,0.0456169,0.1549115,0.0063217,0.117459,0.1483715,0.0925784,0.0457708,1.1600325,0.044866,0.0084575,0.1061899,19.8014107,161.0271912,5.6541085,0.0978202,-0.0364174,-8.49E-02,-0.0424456,2,0.1342376,0.2152792
3859,4031,0.1024084,0.0336346,0.0226237,0.0189657,0.0402893,0.0884043,0.048127,0.1319833,-0.0153036,0.1024084,0.1520421,0.0905263,0.0497421,1.3528016,0.0168629,0.1141956,0.1492628,19.545166,159.3977509,5.2231212,0.0356753,-0.0398662,-7.35E-02,-0.0367504,2,0.0755415,0.1380837
3860,4032,0.09133,0.0336598,0.0226237,0.0189657,0.0402893,0.0884043,0.048127,0.1319833,-0.0153036,0.09133,0.1520421,0.0905263,0.0497421,1.3528016,0.0168629,0.1141956,0.1492628,19.2489834,155.7382507,4.6288996,0.0356753,-0.0398662,-7.35E-02,-0.036763,2,0.0755415,0.1270053
